Trait	Total Observed scale h2	h2_se	Lambda GC	Mean Chi^2	Intercept	int_se	Ratio	Z_h2
SAIGE_191.results	0.0001	0.001	1.0135	1.0095	1.0085	0.0065	 0.8944 (0.679)	0.1
SAIGE_215.results	0.0001	0.001	0.9898	0.9906	0.9897	0.0053	 NA (mean chi^2 < 1)	0.1
SAIGE_288_1.results	0.0001	0.001	0.9692	0.9705	0.9694	0.0057	 NA (mean chi^2 < 1)	0.1
SAIGE_288_11.results	0.0001	0.001	0.9692	0.9705	0.9694	0.0057	 NA (mean chi^2 < 1)	0.1
SAIGE_333.results	0.0001	0.001	0.9986	0.997	0.9959	0.0055	 NA (mean chi^2 < 1)	0.1
SAIGE_429_1.results	0.0001	0.001	0.9898	0.9949	0.9939	0.0067	 NA (mean chi^2 < 1)	0.1
SAIGE_450.results	0.0001	0.001	0.9986	0.9978	0.9967	0.0056	 NA (mean chi^2 < 1)	0.1
SAIGE_526_4.results	0.0001	0.001	1.0046	0.9971	0.996	0.0066	 NA (mean chi^2 < 1)	0.1
GCST90011334.results	0.0052	0.0524	1.0195	1.0132	1.0123	0.0072	 0.9301 (0.5451)	0.099236641
FINNGEN_R6_CD2_BENIGN_CORPUS_UTERI_EXALLC.results	0.0004	0.0041	0.9986	0.9927	0.9917	0.0076	 NA (mean chi^2 < 1)	0.097560976
FINNGEN_R6_G6_HCOTHUNS.results	0.0002	0.0021	0.9986	1.0041	1.0032	0.0082	 0.7722 (1.9835)	0.095238095
GCST90000451.results	0.0447	0.4747	1.0075	1.0047	1.0038	0.0068	 0.815 (1.4621)	0.094164736
FINNGEN_R6_O15_BREAST_LACT_OTHER_DIS.results	0.0003	0.0032	1.0195	1.0063	1.0053	0.0073	 0.845 (1.1654)	0.09375
FINNGEN_R6_O15_LABOUR_ABNORM_FORCES.results	0.0004	0.0043	0.9986	1.006	1.0052	0.007	 0.8598 (1.1566)	0.093023256
FINNGEN_R6_DM_RET_ART_OCCLU_MAIN.results	0.0002	0.0022	1.0105	0.993	0.992	0.0074	 NA (mean chi^2 < 1)	0.090909091
NEALE2_20002_1413.results	0.0001	0.0011	0.9986	0.9992	0.9982	0.0058	 NA (mean chi^2 < 1)	0.090909091
NEALE2_20003_1140888762.results	0.0001	0.0011	0.9868	0.993	0.9923	0.006	 NA (mean chi^2 < 1)	0.090909091
SAIGE_269.results	0.0001	0.0011	1.0046	1.0041	1.0033	0.0059	 0.805 (1.4398)	0.090909091
SAIGE_270.results	0.0001	0.0011	0.9986	1.0037	1.0028	0.0063	 0.7668 (1.7097)	0.090909091
SAIGE_278_3.results	0.0001	0.0011	0.9868	0.9876	0.9866	0.0073	 NA (mean chi^2 < 1)	0.090909091
SAIGE_362_2.results	0.0001	0.0011	1.0046	1.0092	1.0081	0.0058	 0.8719 (0.6277)	0.090909091
SAIGE_378_5.results	0.0001	0.0011	0.9986	1.0062	1.0052	0.0062	 0.8269 (0.9972)	0.090909091
SAIGE_426_31.results	0.0001	0.0011	1.0105	1.0103	1.0094	0.0057	 0.9076 (0.5544)	0.090909091
SAIGE_481.results	0.0001	0.0011	0.9957	1.0006	0.9995	0.0067		0.090909091
SAIGE_701_2.results	0.0001	0.0011	0.978	0.9812	0.9801	0.0061	 NA (mean chi^2 < 1)	0.090909091
SAIGE_707_1.results	0.0001	0.0011	1.0105	1.0095	1.0087	0.006	 0.9087 (0.6338)	0.090909091
SAIGE_721_2.results	0.0001	0.0011	1.0046	0.9998	0.9988	0.0063	 NA (mean chi^2 < 1)	0.090909091
SAIGE_724.results	0.0001	0.0011	1.0135	1.0123	1.0112	0.0061	 0.9124 (0.4991)	0.090909091
SAIGE_740_2.results	0.0001	0.0011	1.0105	1.0071	1.0061	0.0059	 0.8544 (0.8272)	0.090909091
NEALE2_20432.results	0.0252	0.2775	0.9898	0.9989	0.9981	0.006	 NA (mean chi^2 < 1)	0.090810811
GCST90026167.results	0.1466	1.6624	1.0165	1.026	1.0251	0.0067	 0.9671 (0.2574)	0.088185756
SAIGE_250_12.results	8.78E-05	0.001	0.9986	0.9909	0.9902	0.0065	 NA (mean chi^2 < 1)	0.087821
SAIGE_286_13.results	9.55E-05	0.0011	0.9809	0.9724	0.9716	0.0072	 NA (mean chi^2 < 1)	0.08682
GCST90026331.results	0.1152	1.3413	1.0345	1.0274	1.0267	0.0065	 0.9752 (0.238)	0.085886826
GCST90010136.results	0.0338	0.3938	0.9957	0.9953	0.9944	0.0081	 NA (mean chi^2 < 1)	0.085830371
GCST90060426.results	0.0042	0.049	0.9986	1.0101	1.0092	0.0099	 0.9151 (0.9855)	0.085714286
SAIGE_963.results	8.57E-05	0.001	0.9986	1.0001	0.9994	0.0058		0.08566
GCST90011586.results	0.0041	0.049	1.0165	1.012	1.0113	0.0071	 0.9369 (0.5854)	0.083673469
FINNGEN_R6_C3_SECONDARY_RESPIRATORY_DIGESTIVE_EXALLC.results	0.0002	0.0024	0.9986	0.994	0.9932	0.0075	 NA (mean chi^2 < 1)	0.083333333
FINNGEN_R6_K11_COELIAC.results	0.0002	0.0024	0.9316	0.9452	0.944	0.0078	 NA (mean chi^2 < 1)	0.083333333
FINNGEN_R6_KRA_PSY_CODUCTEMOT_EXMORE.results	0.0002	0.0024	1.0046	1.0033	1.0026	0.0074	 0.8063 (2.2706)	0.083333333
FINNGEN_R6_M13_SHORTACHILLES.results	0.0002	0.0024	0.9721	0.9669	0.9661	0.007	 NA (mean chi^2 < 1)	0.083333333
FINNGEN_R6_M13_SPONDYLOPATHYNAS.results	0.0002	0.0024	1.0135	1.0048	1.004	0.0067	 0.8215 (1.382)	0.083333333
NEALE2_20002_1247.results	0.0001	0.0012	0.9957	0.9956	0.9946	0.0068	 NA (mean chi^2 < 1)	0.083333333
NEALE2_20002_1504.results	0.0001	0.0012	1.0075	1.0057	1.0048	0.0073	 0.846 (1.2772)	0.083333333
NEALE2_20003_1140884696.results	0.0001	0.0012	0.9957	0.9915	0.9905	0.0067	 NA (mean chi^2 < 1)	0.083333333
NEALE2_20003_1141193282.results	0.0001	0.0012	1.0075	1.0037	1.0028	0.006	 0.7422 (1.5958)	0.083333333
NEALE2_20003_1197.results	0.0001	0.0012	1.0046	0.9998	0.9989	0.0057	 NA (mean chi^2 < 1)	0.083333333
SAIGE_276_13.results	0.0001	0.0012	0.9986	1.0015	1.0005	0.0061	 0.3449 (4.1799)	0.083333333
SAIGE_509_5.results	0.0001	0.0012	0.9809	0.9898	0.9886	0.0069	 NA (mean chi^2 < 1)	0.083333333
SAIGE_687_2.results	0.0001	0.0012	1.0046	1.0022	1.0011	0.007	 0.5109 (3.1486)	0.083333333
SAIGE_743_2.results	0.0001	0.0012	1.0046	1.0026	1.0014	0.0071	 0.5555 (2.7449)	0.083333333
SAIGE_782_3.results	0.0001	0.0012	0.9986	0.9984	0.9975	0.0061	 NA (mean chi^2 < 1)	0.083333333
SAIGE_528_4.results	9.96E-05	0.0012	0.9986	1.0015	1.0007	0.0065	 0.4688 (4.2525)	0.0829625
SAIGE_695_21.results	9.12E-05	0.0011	1.0135	0.9942	0.9934	0.0074	 NA (mean chi^2 < 1)	0.082864545
SAIGE_575_7.results	9.90E-05	0.0012	1.0135	1.0114	1.0106	0.0059	 0.9323 (0.5199)	0.0824825
NEALE2_20003_1141185316.results	9.84E-05	0.0012	1.0016	0.9974	0.9967	0.0071	 NA (mean chi^2 < 1)	0.081980833
NEALE2_40001_I251.results	0.0041	0.0503	0.9986	1.0067	1.006	0.0066	 0.8906 (0.9859)	0.081510934
FINNGEN_R6_I9_RBBB.results	0.0002	0.0025	0.9957	0.996	0.9954	0.0074	 NA (mean chi^2 < 1)	0.08
NEALE2_22614_0.results	0.0004	0.005	1.0016	1.0024	1.0017	0.0064	 0.6913 (2.6038)	0.08
GCST90026202.results	0.1325	1.6596	1.0285	1.0335	1.0327	0.0064	 0.9771 (0.1901)	0.079838515
SAIGE_442_3.results	8.77E-05	0.0011	0.9986	0.9896	0.9889	0.0066	 NA (mean chi^2 < 1)	0.079743636
NEALE2_41221_4.results	0.0046	0.0579	0.9957	0.9989	0.9981	0.0064	 NA (mean chi^2 < 1)	0.079447323
GCST90013552.results	0.0505	0.6383	1.0225	1.0159	1.0151	0.0108	 0.9473 (0.6777)	0.079116403
SAIGE_227.results	7.90E-05	0.001	0.9957	0.9951	0.9945	0.0059	 NA (mean chi^2 < 1)	0.079042
FINNGEN_R6_O15_MATERN_CARE_PELVIC_ABNORM.results	0.0003	0.0038	1.0345	1.0279	1.0272	0.0066	 0.9753 (0.2382)	0.078947368
NEALE2_20544_2.results	0.0003	0.0038	1.0016	0.995	0.9943	0.0076	 NA (mean chi^2 < 1)	0.078947368
GCST90000438.results	0.0336	0.4303	1.0046	1.0043	1.0037	0.0066	 0.8519 (1.5336)	0.078085057
GCST90000462.results	0.0362	0.4645	1.0165	1.0097	1.009	0.0064	 0.9279 (0.6601)	0.077933262
GCST90026226.results	0.1194	1.5367	1.0195	1.0165	1.0158	0.0072	 0.9566 (0.4343)	0.077698965
FINNGEN_R6_M13_DISCINFECTION.results	0.0002	0.0026	0.9898	0.9951	0.9942	0.0071	 NA (mean chi^2 < 1)	0.076923077
NEALE2_41215_1.results	0.0001	0.0013	1.0165	1.0122	1.0115	0.0061	 0.9357 (0.4996)	0.076923077
SAIGE_711.results	0.0001	0.0013	0.9957	0.9893	0.9882	0.0064	 NA (mean chi^2 < 1)	0.076923077
SAIGE_736.results	8.44E-05	0.0011	1.0046	1.0042	1.0035	0.0057	 0.8439 (1.3721)	0.076737273
SAIGE_731.results	8.22E-05	0.0011	0.9868	0.9845	0.9839	0.0059	 NA (mean chi^2 < 1)	0.074721818
GCST90060566.results	0.0037	0.0496	0.9986	1.0002	0.9994	0.0101		0.074596774
NEALE2_20003_1140888362.results	8.94E-05	0.0012	1.0046	1.0023	1.0016	0.0066	 0.7134 (2.8744)	0.074475833
GCST90038704.results	6.60E-05	0.0009	0.9986	1.0074	1.0067	0.006	 0.9147 (0.8109)	0.073301111
GCST90010291.results	0.035	0.4781	0.9957	1.0018	1.0008	0.0078	 0.4572 (4.4602)	0.073206442
GCST90011386.results	0.0039	0.0541	1.0105	1.0135	1.0128	0.0071	 0.9475 (0.526)	0.072088725
GCST90026259.results	0.1188	1.6546	1.0165	1.0267	1.026	0.0069	 0.9737 (0.2598)	0.071799831
SAIGE_994_2.results	7.88E-05	0.0011	0.9721	0.9713	0.9707	0.0066	 NA (mean chi^2 < 1)	0.071671818
SAIGE_994.results	7.88E-05	0.0011	0.9721	0.9713	0.9707	0.0066	 NA (mean chi^2 < 1)	0.07167
NEALE2_20003_1140871542.results	9.84E-05	0.0014	0.9927	0.9906	0.9899	0.0069	 NA (mean chi^2 < 1)	0.070266429
GCST90011329.results	0.0033	0.0476	1.0105	1.0093	1.0087	0.0068	 0.9341 (0.7233)	0.069327731
GCST90010220.results	0.0336	0.4864	0.9986	0.9995	0.9986	0.0095	 NA (mean chi^2 < 1)	0.069078947
GCST90011328.results	0.003	0.0475	1.0135	1.0086	1.0081	0.0069	 0.9366 (0.7958)	0.063157895
GCST90011500.results	0.003	0.0483	1.0075	1.0094	1.0088	0.0068	 0.9426 (0.7256)	0.062111801
NEALE2_20003_1140865426.results	8.06E-05	0.0013	0.9986	0.9989	0.9983	0.0062	 NA (mean chi^2 < 1)	0.062010769
GCST90010300.results	0.0196	0.3176	1.0046	1.0027	1.0022	0.0076	 0.8089 (2.7861)	0.061712846
SAIGE_271.results	6.79E-05	0.0011	1.0105	1.0006	1.0001	0.0062	 0.1001 (10.2251)	0.061707273
SAIGE_530_7.results	7.35E-05	0.0012	0.9986	1.0034	1.0029	0.0061	 0.8416 (1.7652)	0.061253333
SAIGE_331.results	6.07E-05	0.001	1.0105	1.0071	1.0066	0.0058	 0.9331 (0.8223)	0.060733
SAIGE_480_12.results	5.91E-05	0.001	1.0046	1.0024	1.002	0.0062	 0.802 (2.5177)	0.059069
FINNGEN_R6_CD2_BENIGN_MELANOCYTIC_LIP.results	0.0001	0.0017	1.0105	1.0023	1.0015	0.007	 0.684 (3.1111)	0.058823529
FINNGEN_R6_G6_PARDIPLE.results	0.0001	0.0017	1.0046	0.9966	0.9959	0.0066	 NA (mean chi^2 < 1)	0.058823529
FINNGEN_R6_R18_ABNORMAL_WEIGHT_LOSS.results	0.0001	0.0017	0.9898	0.9919	0.9913	0.0065	 NA (mean chi^2 < 1)	0.058823529
GCST90012005.results	0.0012	0.0205	0.9986	1.0013	1.0008	0.0061	 0.6127 (4.7923)	0.058536585
NEALE2_20002_1157.results	6.88E-05	0.0012	1.0046	0.9963	0.9958	0.0064	 NA (mean chi^2 < 1)	0.057305833
GCST90006902.results	0.0025	0.044	1.0016	0.9992	0.9988	0.0056	 NA (mean chi^2 < 1)	0.056818182
FINNGEN_R6_K11_HYPO_ONLY.results	0.0001	0.0018	0.9692	0.9778	0.9771	0.0071	 NA (mean chi^2 < 1)	0.055555556
NEALE2_20544_4.results	0.0002	0.0036	0.9898	0.9953	0.9948	0.0062	 NA (mean chi^2 < 1)	0.055555556
NEALE2_20554_6.results	0.0002	0.0036	1.0046	1.0175	1.0171	0.0065	 0.9754 (0.3708)	0.055555556
SAIGE_430.results	6.66E-05	0.0012	0.9986	1.0005	1	0.0062	 0.0152 (11.4559)	0.055529167
FINNGEN_R6_H7_CONJUNCTIVITISACUNONATOPIC.results	9.91E-05	0.0018	1.0195	1.0165	1.0161	0.007	 0.9713 (0.4215)	0.055056667
NEALE2_5183.results	0.0003	0.0055	0.9957	0.9935	0.9931	0.0064	 NA (mean chi^2 < 1)	0.054545455
SAIGE_690.results	6.54E-05	0.0012	1.0195	1.0029	1.0024	0.0075	 0.8116 (2.5488)	0.054531667
GCST90026290.results	0.0904	1.6592	1.0285	1.0272	1.0266	0.0071	 0.9808 (0.2615)	0.054484089
NEALE2_20553_1.results	0.0002	0.0037	1.0016	1.0025	1.002	0.0062	 0.8128 (2.5246)	0.054054054
GCST90011664.results	0.0025	0.0474	0.9957	0.9995	0.999	0.0066	 NA (mean chi^2 < 1)	0.052742616
FINNGEN_R6_CHIRHEP_NAS.results	0.0001	0.0019	1.0046	1.0086	1.0079	0.007	 0.9197 (0.8149)	0.052631579
GCST90026319.results	0.0839	1.6117	1.0285	1.0248	1.0243	0.0068	 0.9802 (0.276)	0.052056834
GCST90010269.results	0.0185	0.3561	0.9986	0.997	0.9965	0.0082	 NA (mean chi^2 < 1)	0.051951699
FINNGEN_R6_H8_EXT_NONINF.results	9.78E-05	0.0019	1.0046	1.0056	1.0051	0.0069	 0.9098 (1.2373)	0.051452632
GCST90026030.results	0.077	1.501	1.0165	1.0159	1.0155	0.0063	 0.9718 (0.3955)	0.051299134
NEALE2_20003_1140910814.results	5.64E-05	0.0011	1.0105	1.0076	1.0072	0.0066	 0.9458 (0.8745)	0.051244545
FINNGEN_R6_C3_COLON_ADENO.results	0.0001	0.002	1.0285	1.027	1.0264	0.0082	 0.976 (0.3022)	0.05
FINNGEN_R6_CD2_NONHODGKIN_NAS_EXALLC.results	0.0001	0.002	0.9986	0.9979	0.9974	0.0073	 NA (mean chi^2 < 1)	0.05
FINNGEN_R6_ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION.results	7.99E-05	0.0016	0.9986	1.0038	1.0034	0.0069	 0.8941 (1.8376)	0.049946875
GCST90011697.results	0.0023	0.0462	0.9957	0.9976	0.9972	0.0061	 NA (mean chi^2 < 1)	0.04978355
SAIGE_278_4.results	5.47E-05	0.0011	1.0195	1.0011	1.0006	0.0073	 0.5694 (6.8263)	0.049705455
SAIGE_289_9.results	5.95E-05	0.0012	0.9986	0.9927	0.9922	0.0069	 NA (mean chi^2 < 1)	0.049560833
FINNGEN_R6_I9_PVT.results	9.40E-05	0.0019	0.9957	0.9976	0.9972	0.0069	 NA (mean chi^2 < 1)	0.049473684
GCST90010281.results	0.0176	0.3572	0.9986	0.998	0.9975	0.0084	 NA (mean chi^2 < 1)	0.049272116
FINNGEN_R6_AB1_OTHER_SPIROCHAETAL.results	8.32E-05	0.0017	1.0105	1.0081	1.0077	0.0069	 0.9464 (0.8495)	0.048931176
SAIGE_965_2.results	4.83E-05	0.001	0.9986	0.9974	0.997	0.0056	 NA (mean chi^2 < 1)	0.048285
FINNGEN_R6_E4_ENDOGLAND.results	0.0001	0.0021	1.0105	1.0194	1.0187	0.0076	 0.9671 (0.3909)	0.047619048
FINNGEN_R6_M13_FATPADHYPERTROPHY.results	0.0001	0.0021	0.9986	0.9978	0.9974	0.0068	 NA (mean chi^2 < 1)	0.047619048
SAIGE_613_1.results	4.74E-05	0.001	1.0046	1.0029	1.0025	0.0064	 0.8672 (2.1856)	0.047422
NEALE2_3859_3.results	0.0018	0.0382	0.9957	0.9951	0.9947	0.0065	 NA (mean chi^2 < 1)	0.047120419
FINNGEN_R6_CD2_NONHODGKIN_NAS.results	7.38E-05	0.0016	0.9986	0.9969	0.9966	0.0072	 NA (mean chi^2 < 1)	0.046151875
FINNGEN_R6_H7_IRIDOCYCLITIS.results	8.88E-05	0.002	1.0046	1.0124	1.0119	0.0075	 0.9622 (0.6069)	0.0443775
GCST90026150.results	0.0643	1.4525	1.0375	1.0359	1.0355	0.0066	 0.9898 (0.1841)	0.044268503
GCST90010324.results	0.0186	0.4203	0.9868	0.9999	0.9994	0.0079	 NA (mean chi^2 < 1)	0.044254104
FINNGEN_R6_C3_DIGESTIVE_ORGANS_NAS.results	7.95E-05	0.0018	1.0105	1.0002	0.9997	0.0077		0.044151111
FINNGEN_R6_CD2_BENIGN_LIPOMATOUS.results	0.0001	0.0023	1.0195	1.021	1.0203	0.0075	 0.9671 (0.3578)	0.043478261
NEALE2_20002_1156.results	5.18E-05	0.0012	1.0075	0.9987	0.9983	0.0057	 NA (mean chi^2 < 1)	0.0431425
GCST90026284.results	0.0682	1.5988	1.0375	1.0346	1.0342	0.0073	 0.9886 (0.2103)	0.042656993
FINNGEN_R6_ST19_SUPERF_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS.results	7.11E-05	0.0017	0.9986	1.004	1.0036	0.0065	 0.9084 (1.6334)	0.041847059
FINNGEN_R6_Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD.results	0.0001	0.0024	1.0802	1.08	1.0794	0.0079	 0.9924 (0.0982)	0.041666667
GCST90010178.results	0.0137	0.331	0.9898	0.9919	0.9916	0.007	 NA (mean chi^2 < 1)	0.041389728
FINNGEN_R6_E4_PLASMAPROT.results	9.21E-05	0.0023	1.0679	1.0806	1.0801	0.0139	 0.9946 (0.173)	0.04003
GCST90060105.results	0.0017	0.0426	0.9986	1.0068	1.0065	0.0087	 0.9434 (1.272)	0.039906103
GCST90010218.results	0.0131	0.3337	1.0046	1.0054	1.0051	0.0084	 0.9357 (1.5435)	0.039256818
GCST90060130.results	0.0019	0.0485	0.9986	1.0105	1.0101	0.0096	 0.9603 (0.9118)	0.039175258
NEALE2_100920_2105.results	0.0003	0.0077	1.0225	1.0083	1.0081	0.0062	 0.9692 (0.7494)	0.038961039
FINNGEN_R6_L12_PARAPSORI.results	6.18E-05	0.0016	1.0105	1.0003	1	0.0069		0.03861625
FINNGEN_R6_N14_ENDOMETRIOSIS_INTESTINE.results	0.0002	0.0054	0.9957	0.9963	0.9961	0.0069	 NA (mean chi^2 < 1)	0.037037037
GCST90010287.results	0.016	0.4365	1.0016	1.0026	1.0022	0.0085	 0.8339 (3.257)	0.036655212
FINNGEN_R6_Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER.results	6.92E-05	0.0019	1.0046	1.0061	1.0057	0.0077	 0.9408 (1.2621)	0.036417895
FINNGEN_R6_MACULAR_HOLE.results	7.12E-05	0.002	1.0195	1.013	1.0127	0.0074	 0.973 (0.5647)	0.0356195
FINNGEN_R6_M13_SACROILIITIS.results	7.47E-05	0.0022	0.9986	0.9986	0.9983	0.0066	 NA (mean chi^2 < 1)	0.033937727
NEALE2_20003_1140874014.results	4.04E-05	0.0012	1.0046	1.0009	1.0006	0.0067	 0.6761 (7.3423)	0.033666667
FINNGEN_R6_Z21_PERSONAL_HISTORY_OTH_DISEA_CONDI.results	6.00E-05	0.0018	0.9957	0.9956	0.9953	0.0064	 NA (mean chi^2 < 1)	0.033328889
FINNGEN_R6_ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_LUMBAR_SPINE_PELVIS.results	6.27E-05	0.0019	1.0135	1.0079	1.0076	0.0068	 0.9598 (0.8619)	0.033024737
NEALE2_20003_1141146428.results	4.11E-05	0.0013	1.0105	1.0111	1.0108	0.0065	 0.9741 (0.5853)	0.031613077
GCST004432.results	0.0019	0.0634	1.0225	1.0212	1.0208	0.0082	 0.9852 (0.387)	0.029968454
GCST90060170.results	0.0015	0.0503	0.9986	0.9943	0.994	0.0088	 NA (mean chi^2 < 1)	0.029821074
NEALE2_20003_1140869930.results	3.42E-05	0.0012	1.0046	1.0042	1.0039	0.0066	 0.9434 (1.582)	0.028535
SAIGE_358.results	2.83E-05	0.001	1.0046	1.0019	1.0017	0.006	 0.8792 (3.1758)	0.028275
SAIGE_362_29.results	3.11E-05	0.0011	1.0046	1.0092	1.0089	0.0058	 0.9722 (0.6285)	0.028258182
GCST90010347.results	0.0148	0.5322	0.9986	0.9941	0.9939	0.0078	 NA (mean chi^2 < 1)	0.027809094
SAIGE_201.results	2.72E-05	0.001	1.0046	1.0027	1.0025	0.0066	 0.9186 (2.4415)	0.02716
FINNGEN_R6_CD2_BENIGN_CONJUNCTIVA_EXALLC.results	5.90E-05	0.0022	1.0105	1.0026	1.0023	0.0065	 0.9028 (2.5171)	0.026833636
GCST90010321.results	0.0108	0.4095	0.9957	1.0014	1.0011	0.0078	 0.7957 (5.7416)	0.026373626
GCST005221.results	0.0023	0.0875	1.0105	1.0077	1.0074	0.0072	 0.9703 (0.945)	0.026285714
SAIGE_870_4.results	2.86E-05	0.0011	0.9957	1.0003	1.0001	0.0061	 0.2727 (19.5244)	0.026018182
NEALE2_40009.results	0.0002	0.0077	1.0135	1.014	1.0138	0.0063	 0.9875 (0.4463)	0.025974026
FINNGEN_R6_R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE.results	5.18E-05	0.002	0.9898	0.9948	0.9945	0.0079	 NA (mean chi^2 < 1)	0.025917
FINNGEN_R6_M13_OSTEOMALACIA.results	4.60E-05	0.0018	0.9986	0.9999	0.9997	0.0073	 NA (mean chi^2 < 1)	0.025556667
FINNGEN_R6_F5_EATOTH.results	4.46E-05	0.0018	0.9986	1.0007	1.0004	0.0068	 0.6627 (10.3103)	0.024791111
GCST90060174.results	0.001	0.0415	0.9986	1.0026	1.0024	0.0092	 0.9366 (3.6107)	0.024096386
SAIGE_425_12.results	2.61E-05	0.0011	0.9898	0.9921	0.9919	0.0065	 NA (mean chi^2 < 1)	0.023718182
GCST90010110.results	0.0091	0.3847	0.9986	0.9987	0.9984	0.0091	 NA (mean chi^2 < 1)	0.023654796
FINNGEN_R6_M13_SHOULDERBURSITIS.results	4.95E-05	0.0021	1.0105	1.0097	1.0095	0.0068	 0.9803 (0.6994)	0.023580952
GCST90026271.results	0.0358	1.5492	1.0255	1.0283	1.0281	0.0069	 0.9928 (0.2421)	0.023108701
FINNGEN_R6_L12_BULLOUS.results	3.92E-05	0.0017	0.9986	1.0017	1.0015	0.0068	 0.8817 (3.9409)	0.023071176
FINNGEN_R6_FE_MODE.results	3.80E-05	0.0017	1.0105	1.0057	1.0056	0.0074	 0.9678 (1.2857)	0.022362353
SAIGE_613_5.results	2.66E-05	0.0012	0.9986	0.9976	0.9973	0.008	 NA (mean chi^2 < 1)	0.022139167
FINNGEN_R6_J10_ACUTELOWERNAS.results	3.98E-05	0.0018	1.0135	1.0103	1.0101	0.0071	 0.9809 (0.6966)	0.022099444
NEALE2_6020_31.results	0.0002	0.0092	1.0016	1.0018	1.0015	0.0069	 0.8731 (3.8984)	0.02173913
GCST90010250.results	0.0063	0.3103	1.0105	1.0037	1.0035	0.0076	 0.9554 (2.0584)	0.020302933
FINNGEN_R6_L12_INTERNALSUBSTANCEDERM.results	3.65E-05	0.0018	1.0135	1.0123	1.0121	0.0073	 0.9856 (0.5917)	0.020279444
SAIGE_250_41.results	2.18E-05	0.0011	0.9957	0.9961	0.996	0.0066	 NA (mean chi^2 < 1)	0.019837273
SAIGE_379_9.results	2.13E-05	0.0011	1.0046	0.9964	0.9962	0.0068	 NA (mean chi^2 < 1)	0.019392727
FINNGEN_R6_G6_SLEEPDISOTH.results	4.23E-05	0.0022	1.0105	1.0056	1.0054	0.007	 0.9683 (1.265)	0.019204545
FINNGEN_R6_CD2_BENIGN_CORPUS_UTERI.results	6.34E-05	0.0034	1.0105	1.0012	1.001	0.0076	 0.8428 (6.3911)	0.018636765
FINNGEN_R6_J10_SIMPLBRONCH.results	3.87E-05	0.0021	0.9898	1.0018	1.0016	0.0065	 0.9075 (3.676)	0.018425238
GCST90026270.results	0.0268	1.469	1.0165	1.0189	1.0187	0.0068	 0.9918 (0.3602)	0.018243703
FINNGEN_R6_R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM.results	3.41E-05	0.0019	1.0135	1.003	1.0029	0.0067	 0.945 (2.2043)	0.017950526
SAIGE_505.results	1.90E-05	0.0012	0.9898	0.9897	0.9895	0.0075	 NA (mean chi^2 < 1)	0.015836667
GCST90000255.results	0.0018	0.1176	1.0225	1.0247	1.0246	0.0061	 0.9944 (0.2469)	0.015306122
GCST90011709.results	0.0008	0.0527	1.0046	1.0012	1.001	0.0069	 0.8727 (5.7543)	0.015180266
SAIGE_941.results	1.63E-05	0.0011	0.9986	1.0005	1.0004	0.0062	 0.7351 (12.0498)	0.014801818
NEALE2_20002_1635.results	1.87E-05	0.0013	1.0105	1.0019	1.0018	0.007	 0.9261 (3.6916)	0.01441
NEALE2_20003_1140926780.results	1.49E-05	0.0011	0.9957	0.9935	0.9934	0.0063	 NA (mean chi^2 < 1)	0.013555455
FINNGEN_R6_CD2_INSITU_SKIN_TRUNK_EXALLC.results	2.83E-05	0.0022	0.9986	0.9932	0.9931	0.0075	 NA (mean chi^2 < 1)	0.012865
GCST90026037.results	0.0199	1.5676	1.0255	1.0272	1.0271	0.0066	 0.9957 (0.2414)	0.012694565
FINNGEN_R6_CD2_INSITU_MELANOMA_TRUNK.results	2.33E-05	0.0019	1.0046	1.0061	1.006	0.0082	 0.9804 (1.3433)	0.012252632
FINNGEN_R6_H7_CONJUNCTDEGDEPOT.results	2.33E-05	0.002	1.0046	1.0064	1.0063	0.0071	 0.9829 (1.1162)	0.0116695
NEALE2_20003_1141152590.results	1.38E-05	0.0012	1.0016	1.0018	1.0017	0.0062	 0.943 (3.4145)	0.011495833
FINNGEN_R6_CD2_BENIGN_CONNSOFT_LOWERLIMB_EXALLC.results	2.36E-05	0.0021	1.0046	1.0095	1.0094	0.007	 0.9899 (0.742)	0.011246667
FINNGEN_R6_CAMPYLOENTERITIS.results	1.89E-05	0.0017	1.0105	1.0096	1.0095	0.0073	 0.9901 (0.7549)	0.011131176
NEALE2_20003_1140863144.results	1.32E-05	0.0012	1.0016	1.0005	1.0004	0.0064	 0.8054 (13.7569)	0.010996667
GCST90026305.results	0.0152	1.4451	1.0225	1.0248	1.0247	0.006	 0.9965 (0.2431)	0.010518303
SAIGE_295_2.results	1.16E-05	0.0012	0.9868	0.9926	0.9925	0.0064	 NA (mean chi^2 < 1)	0.009655
NEALE2_20003_1140862952.results	1.01E-05	0.0013	0.9957	0.996	0.9959	0.0066	 NA (mean chi^2 < 1)	0.007766923
